,DeviceTm,GlucoseValue
1110,2:36:31,76
1111,2:31:31,77
1112,2:26:31,78
1113,2:21:31,78
1114,2:16:31,80
1115,2:11:31,81
1116,2:06:31,82
1117,2:01:32,84
1118,1:56:31,85
1119,1:51:31,87
1120,1:46:31,89
1121,1:41:31,92
1122,1:36:31,94
1123,1:31:32,95
1124,1:26:32,97
1125,1:21:32,99
1126,1:16:32,101
1127,1:11:32,101
1128,1:06:32,103
1129,1:01:32,105
1130,0:56:32,108
1131,0:51:32,111
1132,0:46:32,113
1133,0:41:32,111
1134,0:36:32,110
1135,0:31:32,109
1136,0:26:32,110
1137,0:21:36,112
1138,0:16:32,118
1139,0:11:32,120
1140,0:06:32,121
